'seconds','uV','uV','uV','uV','uV',''
0.464,37.101,9.300,1.700,1.400,-1.400,0.708
0.465,37.601,9.200,2.200,1.100,-2.400,0.708
0.466,38.701,8.500,1.600,0.200,-3.700,0.708
0.467,39.601,7.500,-0.100,-0.900,-4.700,0.708
0.468,40.001,6.600,-2.300,-1.800,-5.200,0.708
0.469,40.201,6.100,-4.400,-2.100,-5.100,0.708
0.470,40.801,6.100,-6.100,-2.000,-4.700,0.579
0.471,42.401,6.300,-7.200,-1.600,-4.400,0.579
0.472,44.501,6.400,-7.900,-1.400,-4.600,0.579
0.473,46.101,6.200,-8.600,-1.600,-5.200,0.579
0.474,45.701,5.600,-9.300,-2.200,-6.000,0.579
0.475,43.001,4.800,-10.000,-3.100,-6.500,0.579
0.476,38.801,4.000,-10.400,-4.000,-6.500,0.579
0.477,34.601,3.400,-10.600,-4.800,-6.100,0.579
0.478,32.000,3.100,-10.300,-5.400,-5.600,0.579
0.479,31.700,3.100,-9.700,-5.600,-5.300,0.579
0.480,33.401,3.300,-8.900,-5.500,-5.100,0.822
0.481,36.301,3.500,-7.900,-4.900,-4.900,0.822
0.482,39.001,3.700,-7.000,-4.000,-4.600,0.822
0.483,40.601,3.700,-6.100,-3.100,-4.100,0.822
0.484,40.501,3.700,-5.600,-2.200,-3.500,0.822
0.485,38.501,3.600,-5.200,-1.500,-3.200,0.822
0.486,35.201,3.500,-5.000,-1.100,-3.400,0.822
0.487,31.800,3.400,-4.900,-1.000,-4.000,0.822
0.488,29.800,3.300,-4.700,-1.200,-4.800,0.822
0.489,30.200,3.000,-4.600,-1.700,-5.600,0.822
0.490,33.201,2.600,-4.500,-2.700,-6.200,0.579
0.491,37.801,2.200,-4.600,-3.800,-6.500,0.579
0.492,42.201,2.000,-4.800,-4.800,-6.500,0.579
0.493,44.701,2.500,-5.000,-5.100,-6.400,0.579
0.494,44.901,3.500,-5.000,-4.700,-5.900,0.579
0.495,43.501,4.700,-4.700,-3.600,-5.200,0.579
0.496,42.001,5.800,-4.100,-2.500,-4.200,0.579
0.497,41.401,6.300,-3.300,-1.700,-3.200,0.579
0.498,42.001,6.000,-2.500,-1.600,-2.300,0.579
0.499,43.201,5.300,-1.900,-2.000,-2.000,0.579
0.500,44.101,4.600,-1.500,-2.400,-2.300,0.668
0.501,44.501,4.200,-1.300,-2.700,-3.100,0.668
0.502,44.801,4.100,-1.100,-2.800,-3.900,0.668
0.503,45.501,4.300,-1.100,-2.900,-4.500,0.668
0.504,46.601,4.200,-1.100,-3.300,-4.700,0.668
0.505,47.601,3.800,-1.300,-3.800,-4.400,0.668
0.506,47.401,3.300,-1.800,-4.300,-4.000,0.668
0.507,45.801,2.800,-2.300,-4.300,-3.700,0.668
0.508,43.401,2.800,-2.700,-3.800,-3.600,0.668
0.509,41.601,3.300,-2.700,-2.800,-3.700,0.668
0.510,41.501,4.100,-2.400,-2.000,-3.900,0.680
0.511,43.401,4.900,-1.900,-1.700,-3.900,0.680
0.512,45.601,5.500,-1.500,-1.900,-3.700,0.680
0.513,46.401,5.900,-1.500,-2.500,-3.200,0.680
0.514,44.601,6.000,-1.900,-2.900,-2.700,0.680
0.515,40.601,6.000,-2.300,-2.800,-2.300,0.680
0.516,36.401,6.000,-2.300,-2.200,-2.100,0.680
0.517,34.201,6.100,-1.800,-1.500,-1.900,0.680
0.518,34.801,6.300,-0.700,-1.100,-1.700,0.680
0.519,37.301,6.300,0.500,-1.300,-1.400,0.680
0.520,39.601,6.200,1.000,-2.100,-1.300,0.696
0.521,40.001,5.600,0.700,-3.300,-1.300,0.696
0.522,37.801,4.400,-0.700,-4.800,-1.800,0.696
0.523,34.001,2.900,-2.400,-6.200,-2.600,0.696
0.524,30.400,1.300,-3.800,-7.400,-3.800,0.696
0.525,28.700,0.200,-4.300,-8.300,-4.900,0.696
0.526,29.400,0.000,-4.000,-8.500,-5.600,0.696
0.527,32.000,0.500,-3.100,-8.100,-5.900,0.696
0.528,35.101,1.500,-2.500,-7.400,-5.700,0.696
0.529,37.401,2.500,-2.600,-6.500,-5.300,0.696
0.530,38.001,3.100,-3.400,-5.900,-4.900,0.579
0.531,36.801,3.300,-4.500,-5.700,-4.600,0.579
0.532,34.301,3.300,-5.300,-5.600,-4.500,0.579
0.533,31.700,3.400,-5.600,-5.500,-4.400,0.579
0.534,29.900,3.600,-5.400,-5.200,-4.500,0.579
0.535,29.700,3.700,-5.200,-4.600,-4.500,0.579
0.536,30.500,3.400,-5.600,-4.100,-4.700,0.579
0.537,31.300,2.700,-6.400,-4.000,-4.800,0.579
0.538,30.800,1.800,-7.500,-4.200,-4.900,0.579
0.539,28.600,1.100,-8.000,-4.600,-4.700,0.579
0.540,25.300,1.000,-7.500,-4.800,-4.100,0.822
0.541,22.800,1.500,-5.900,-4.500,-3.100,0.822
0.542,22.600,2.500,-3.700,-3.800,-2.000,0.822
0.543,25.100,3.500,-1.400,-3.000,-1.100,0.822
0.544,28.900,4.400,0.400,-2.300,-0.400,0.822
0.545,31.900,5.000,1.300,-1.900,0.000,0.822
0.546,32.400,5.600,1.400,-1.600,0.300,0.822
0.547,30.200,6.300,1.100,-1.200,0.800,0.822
0.548,26.500,7.200,0.800,-0.600,1.600,0.822
0.549,23.500,8.400,0.900,-0.100,2.400,0.822
0.550,22.500,9.500,1.200,0.000,2.800,0.579
0.551,23.900,10.100,1.600,-0.500,2.300,0.579
0.552,26.400,10.000,1.700,-1.600,1.000,0.579
0.553,28.400,9.000,1.400,-2.800,-0.900,0.579
0.554,28.500,7.400,0.900,-3.500,-2.600,0.579
0.555,26.600,5.800,0.300,-3.600,-3.500,0.579
0.556,23.900,4.500,0.000,-3.200,-3.400,0.579
0.557,21.500,3.900,0.000,-2.700,-2.600,0.579
0.558,20.700,3.800,0.200,-2.500,-1.600,0.579
0.559,21.400,4.000,0.100,-2.800,-0.800,0.579
0.560,23.100,3.900,-0.500,-3.200,-0.700,0.668
0.561,24.700,3.400,-1.500,-3.500,-1.200,0.668
0.562,25.700,2.500,-2.900,-3.300,-2.100,0.668
0.563,25.800,1.600,-4.300,-2.900,-3.000,0.668
0.564,25.500,1.000,-5.500,-2.600,-3.700,0.668
0.565,25.200,0.700,-6.700,-2.700,-4.200,0.668
0.566,24.900,0.500,-7.700,-3.300,-4.400,0.668
0.567,24.300,0.200,-8.500,-4.200,-4.500,0.668
0.568,23.000,-0.500,-9.100,-5.100,-4.400,0.668
0.569,21.100,-1.200,-9.100,-5.600,-4.200,0.668
0.570,19.400,-1.900,-8.700,-5.800,-4.000,0.680
0.571,19.000,-2.000,-8.100,-5.700,-3.800,0.680
0.572,20.300,-1.700,-7.500,-5.600,-3.800,0.680
0.573,22.900,-1.100,-7.200,-5.700,-3.800,0.680
0.574,25.200,-0.500,-7.500,-5.900,-4.000,0.680
0.575,25.700,-0.200,-8.200,-6.400,-4.200,0.680
0.576,23.900,-0.400,-9.100,-7.000,-4.400,0.680
0.577,20.500,-1.000,-10.000,-7.800,-4.400,0.680
0.578,17.400,-1.800,-10.600,-8.500,-4.400,0.680
0.579,16.100,-2.500,-10.900,-9.100,-4.200,0.680
0.580,17.000,-2.900,-10.800,-9.300,-3.800,0.720
0.581,19.200,-3.000,-10.200,-8.900,-3.200,0.720
0.582,21.200,-2.700,-9.400,-8.100,-2.700,0.720
0.583,22.000,-2.100,-8.600,-7.000,-2.300,0.720
0.584,21.300,-1.300,-8.100,-6.200,-2.400,0.720
0.585,20.200,-0.800,-8.000,-5.800,-3.000,0.720
0.586,19.400,-0.800,-8.200,-6.000,-3.900,0.720
0.587,19.500,-1.100,-8.300,-6.500,-4.900,0.720
0.588,19.800,-1.600,-8.300,-7.200,-5.600,0.720
0.589,19.700,-2.000,-8.000,-7.600,-5.800,0.720
0.590,18.500,-1.900,-7.500,-7.500,-5.400,0.579
0.591,16.400,-1.500,-7.100,-7.100,-4.700,0.579
0.592,14.200,-0.800,-7.000,-6.400,-3.900,0.579
0.593,12.900,-0.300,-7.000,-5.700,-3.300,0.579
0.594,12.700,-0.100,-7.100,-5.300,-3.000,0.579
0.595,13.400,-0.200,-7.000,-5.200,-2.800,0.579
0.596,14.200,-0.300,-6.700,-5.500,-2.800,0.579
0.597,14.500,-0.300,-6.300,-5.900,-2.700,0.579
0.598,14.300,0.000,-5.900,-6.100,-2.600,0.579
0.599,13.700,0.300,-5.700,-6.000,-2.300,0.579
0.600,13.100,0.700,-5.500,-5.400,-2.000,0.822
0.601,12.800,0.900,-5.300,-4.700,-1.800,0.822
0.602,12.800,1.000,-5.200,-4.000,-1.600,0.822
0.603,13.100,1.200,-5.200,-3.600,-1.500,0.822
0.604,13.500,1.500,-5.400,-3.600,-1.500,0.822
0.605,13.800,1.900,-5.900,-3.900,-1.600,0.822
0.606,13.900,2.100,-6.500,-4.300,-1.600,0.822
0.607,13.900,2.300,-6.900,-4.600,-1.600,0.822
0.608,14.000,2.400,-6.900,-4.700,-1.600,0.822
0.609,14.500,2.400,-6.500,-4.500,-1.600,0.822
0.610,15.100,2.500,-6.200,-4.400,-1.800,0.579
0.611,15.400,2.700,-6.100,-4.200,-2.000,0.579
0.612,14.800,2.800,-6.600,-4.200,-2.200,0.579
0.613,13.200,2.900,-7.300,-4.100,-2.100,0.579
0.614,11.000,2.900,-7.800,-4.000,-1.600,0.579
0.615,9.300,3.000,-7.900,-3.700,-1.000,0.579
0.616,8.800,3.300,-7.400,-3.400,-0.500,0.579
0.617,10.100,3.600,-6.700,-3.000,-0.400,0.579
0.618,12.400,3.900,-6.200,-2.400,-0.800,0.579
0.619,14.400,4.000,-6.200,-1.800,-1.500,0.579
0.620,14.900,3.600,-6.300,-1.300,-2.100,0.668
0.621,13.700,2.900,-6.400,-1.000,-2.300,0.668
0.622,11.500,2.100,-6.200,-1.100,-2.100,0.668
0.623,9.800,1.600,-5.600,-1.700,-1.600,0.668
0.624,9.500,1.500,-4.900,-2.400,-1.200,0.668
0.625,10.600,1.900,-4.200,-3.100,-1.000,0.668
0.626,12.200,2.700,-3.700,-3.300,-1.300,0.668
0.627,13.400,3.500,-3.400,-3.000,-1.900,0.668
0.628,13.700,4.000,-3.200,-2.700,-2.900,0.668
0.629,13.200,4.000,-3.200,-2.800,-4.100,0.668
0.630,12.500,3.400,-3.800,-3.500,-5.400,0.680
0.631,11.800,2.300,-5.000,-5.000,-6.700,0.680
0.632,11.200,1.000,-6.700,-6.800,-7.800,0.680
0.633,10.500,-0.100,-8.500,-8.300,-8.500,0.680
0.634,9.500,-0.600,-9.600,-8.800,-8.500,0.680
0.635,9.000,-0.400,-9.700,-8.400,-7.900,0.680
0.636,9.500,0.400,-8.700,-7.100,-6.900,0.680
0.637,11.700,1.400,-6.900,-5.600,-5.800,0.680
0.638,15.500,2.300,-5.100,-4.500,-4.800,0.680
0.639,20.700,2.900,-3.700,-3.800,-3.900,0.680
0.640,26.400,3.400,-2.600,-3.500,-2.800,0.708
0.641,32.400,4.000,-1.600,-2.800,-0.900,0.708
0.642,38.501,5.100,0.000,-1.000,2.400,0.708
0.643,44.901,7.000,2.800,2.300,7.400,0.708
0.644,51.801,9.900,6.800,6.800,13.800,0.708
0.645,59.501,13.400,11.600,11.800,20.700,0.708
0.646,67.701,17.200,16.200,16.100,26.500,0.708
0.647,76.201,20.400,19.500,18.800,30.000,0.708
0.648,84.001,22.400,20.600,19.200,30.600,0.708
0.649,90.201,22.500,19.600,17.700,28.500,0.708
0.650,93.401,20.800,16.900,15.000,24.800,0.579
0.651,92.901,17.900,13.500,11.900,20.700,0.579
0.652,88.501,14.600,10.400,9.100,16.700,0.579
0.653,81.001,11.800,8.000,6.800,13.100,0.579
0.654,71.301,10.100,6.200,4.700,9.400,0.579
0.655,60.201,9.200,4.500,2.500,5.200,0.579
0.656,48.201,8.400,2.600,-0.100,0.500,0.579
0.657,35.401,7.100,0.300,-2.900,-4.500,0.579
0.658,21.700,5.000,-2.200,-5.900,-9.200,0.579
0.659,7.500,2.200,-4.500,-8.600,-13.100,0.579
0.660,-6.300,-0.600,-6.400,-10.800,-15.900,0.822
0.661,-18.900,-2.700,-7.600,-12.100,-17.400,0.822
0.662,-29.200,-3.700,-8.100,-12.300,-17.700,0.822
0.663,-36.601,-3.400,-7.900,-11.500,-16.600,0.822
0.664,-40.601,-2.300,-6.900,-9.700,-14.400,0.822
0.665,-40.901,-0.600,-5.300,-7.200,-11.400,0.822
0.666,-38.101,1.200,-3.200,-4.500,-8.400,0.822
0.667,-32.901,3.200,-1.100,-2.000,-5.800,0.822
0.668,-26.700,5.200,0.800,0.000,-3.800,0.822
0.669,-20.700,7.100,2.200,1.500,-2.400,0.822
0.670,-15.700,8.800,3.000,2.600,-1.200,0.579
0.671,-11.600,9.900,3.400,3.400,-0.100,0.579
0.672,-7.700,10.300,3.400,3.700,0.800,0.579
0.673,-3.400,10.000,3.000,3.700,1.200,0.579
0.674,1.300,9.100,2.200,3.300,0.900,0.579
0.675,5.600,8.300,1.200,2.700,0.100,0.579
0.676,8.500,8.100,0.300,2.400,-0.700,0.579
0.677,9.400,8.900,0.000,2.900,-0.800,0.579
0.678,9.000,10.700,0.600,4.500,0.100,0.579
0.679,8.400,13.200,2.100,6.900,1.900,0.579
0.680,8.900,15.800,4.100,9.800,4.000,0.500
0.681,10.500,17.800,5.900,12.400,5.800,0.500
0.682,12.500,18.900,7.400,14.500,7.200,0.500
0.683,13.700,19.200,8.500,16.000,8.600,0.500
0.684,13.600,19.100,9.500,17.100,10.300,0.500
0.685,12.300,18.900,10.600,18.000,12.600,0.500
0.686,10.600,18.600,11.700,18.900,15.100,0.500
0.687,9.100,18.000,12.700,19.700,17.600,0.500
0.688,8.100,16.600,13.000,20.300,19.700,0.500
0.689,7.100,14.000,12.600,20.600,21.600,0.500
0.690,5.700,10.200,11.600,20.700,23.500,0.500
0.691,4.000,5.500,10.500,20.800,26.000,0.500
0.692,2.500,0.700,9.800,21.000,29.100,0.500
0.693,2.200,-4.000,9.600,21.400,32.300,0.500
0.694,3.600,-8.400,9.600,21.800,35.201,0.500
0.695,6.000,-12.500,9.500,21.800,37.501,0.500
0.696,8.500,-16.700,8.800,21.400,39.201,0.500
0.697,9.800,-21.100,7.600,20.300,40.701,0.500
0.698,9.200,-25.700,6.100,18.900,42.401,0.500
0.699,7.200,-30.500,4.400,17.100,44.001,0.500
0.700,4.700,-35.301,2.600,15.200,45.301,0.500
0.701,2.900,-40.201,0.500,13.100,45.701,0.500
0.702,2.400,-44.901,-2.300,10.800,44.801,0.500
0.703,3.400,-49.601,-5.600,7.900,43.001,0.500
0.704,5.100,-53.901,-9.200,4.700,40.501,0.500
0.705,6.800,-57.601,-12.400,1.400,38.101,0.500
0.706,7.900,-60.401,-14.700,-1.700,36.301,0.500
0.707,8.100,-62.101,-15.700,-3.900,35.101,0.500
0.708,7.300,-62.701,-15.700,-4.900,34.601,0.500
0.709,5.900,-62.301,-15.000,-4.700,34.201,0.500
0.710,4.400,-61.201,-14.300,-3.600,33.701,0.500
0.711,3.300,-59.801,-14.100,-2.200,32.500,0.500
0.712,3.100,-58.101,-14.500,-1.300,30.300,0.500
0.713,3.700,-56.201,-15.400,-1.400,27.000,0.500
0.714,4.800,-53.901,-16.500,-2.700,22.800,0.500
0.715,5.800,-51.101,-17.300,-4.800,18.000,0.500
0.716,6.100,-47.401,-17.700,-7.300,13.100,0.500
0.717,5.500,-42.801,-17.800,-9.700,8.000,0.500
0.718,4.600,-37.401,-17.600,-11.900,2.800,0.500
0.719,3.900,-31.600,-17.400,-13.800,-2.800,0.500
0.720,4.100,-25.700,-17.300,-15.600,-8.500,0.500
0.721,5.100,-20.300,-17.400,-17.300,-13.900,0.500
0.722,6.600,-15.700,-17.600,-18.800,-18.300,0.500
0.723,8.200,-12.200,-17.600,-19.800,-20.900,0.500
0.724,9.600,-9.800,-17.500,-20.100,-21.800,0.500
0.725,10.900,-8.100,-17.200,-19.900,-21.500,0.500
0.726,12.400,-6.900,-16.700,-19.300,-20.700,0.500
0.727,14.100,-5.900,-16.300,-18.800,-20.600,0.500
0.728,15.200,-4.900,-16.100,-18.700,-21.300,0.500
0.729,15.100,-3.900,-16.200,-19.100,-22.800,0.500
0.730,13.400,-3.100,-16.800,-19.900,-24.600,0.500
0.731,10.900,-2.400,-17.700,-20.800,-26.100,0.500
0.732,9.000,-2.100,-18.600,-21.500,-27.100,0.500
0.733,8.900,-2.000,-19.300,-22.000,-27.500,0.500
0.734,11.100,-2.300,-19.700,-22.000,-27.600,0.500
0.735,14.500,-2.500,-19.600,-21.800,-27.500,0.500
0.736,17.400,-2.700,-19.200,-21.400,-27.300,0.500
0.737,18.200,-2.700,-18.900,-20.800,-27.200,0.500
0.738,16.800,-2.400,-18.700,-20.200,-26.900,0.500
0.739,14.000,-1.900,-18.700,-19.300,-26.400,0.500
0.740,11.200,-1.200,-18.700,-18.200,-25.400,0.500
0.741,9.700,-0.700,-18.300,-16.600,-24.000,0.500
0.742,9.300,-0.200,-17.500,-14.700,-22.100,0.500
0.743,9.600,0.100,-16.300,-12.700,-20.200,0.500
0.744,9.900,0.300,-14.900,-10.900,-18.600,0.500
0.745,9.900,0.600,-13.600,-9.500,-17.500,0.500
0.746,9.800,1.000,-12.400,-8.600,-16.700,0.500
0.747,9.900,1.300,-11.400,-7.900,-16.000,0.500
0.748,9.800,1.600,-10.500,-7.200,-15.100,0.500
0.749,9.300,1.800,-9.500,-6.300,-13.800,0.500
0.750,7.800,1.800,-8.800,-5.300,-12.200,0.500
0.751,5.500,1.800,-8.400,-4.400,-10.400,0.500
0.752,3.400,2.000,-8.500,-3.700,-8.700,0.500
0.753,2.300,2.500,-8.900,-3.100,-7.100,0.500
0.754,2.400,3.300,-9.200,-2.400,-5.700,0.500
0.755,3.200,4.200,-9.100,-1.500,-4.500,0.500
0.756,3.600,5.000,-8.600,-0.300,-3.600,0.500
0.757,3.100,5.400,-7.800,0.800,-3.000,0.500
0.758,1.800,5.400,-7.200,1.200,-2.900,0.500
0.759,0.800,5.000,-7.100,0.600,-3.200,0.500
0.760,1.500,4.500,-7.600,-1.000,-3.800,0.500
0.761,4.100,4.000,-8.400,-3.100,-4.500,0.500
0.762,7.900,3.500,-9.200,-5.200,-5.100,0.500
0.763,11.200,3.000,-9.600,-6.700,-5.500,0.500
0.764,12.600,2.600,-9.600,-7.300,-5.600,0.500
0.765,11.500,2.300,-9.400,-7.200,-5.500,0.500
0.766,8.700,2.300,-9.100,-6.600,-5.200,0.500
0.767,5.600,2.500,-8.800,-5.700,-4.700,0.500
0.768,3.800,2.900,-8.700,-4.700,-4.300,0.500
0.769,3.900,3.300,-8.600,-3.800,-4.100,0.500
0.770,5.500,3.400,-8.700,-3.100,-4.100,0.500
0.771,7.600,3.200,-9.000,-2.800,-4.000,0.500
0.772,9.100,2.700,-9.500,-2.700,-3.800,0.500
0.773,9.200,2.200,-10.200,-2.800,-3.100,0.500
0.774,8.200,2.000,-10.600,-2.800,-2.100,0.500
0.775,6.900,2.400,-10.500,-2.500,-1.100,0.500
0.776,6.200,3.200,-9.600,-1.900,-0.200,0.500
0.777,6.700,4.500,-8.100,-0.800,0.300,0.500
0.778,8.200,5.900,-6.400,0.300,0.600,0.500
0.779,9.900,7.100,-5.000,1.300,0.900,0.500
0.780,11.000,8.100,-4.000,2.000,1.300,0.500
0.781,11.100,8.700,-3.500,2.500,2.000,0.500
0.782,10.200,8.900,-3.300,2.800,2.600,0.500
0.783,9.200,8.900,-3.000,2.800,3.000,0.500
0.784,8.500,8.600,-2.600,2.600,2.900,0.500
0.785,8.300,8.100,-2.100,2.000,2.200,0.500
0.786,8.100,7.500,-1.700,1.100,1.200,0.500
0.787,7.200,6.600,-1.800,-0.100,-0.100,0.500
0.788,5.400,5.600,-2.600,-1.100,-1.500,0.500
0.789,3.200,4.400,-3.800,-1.700,-2.700,0.500
0.790,1.700,3.100,-5.400,-1.800,-3.600,0.500
0.791,1.400,1.800,-7.000,-1.600,-4.100,0.500
0.792,2.500,0.700,-8.100,-1.300,-4.200,0.500
0.793,3.900,0.100,-8.700,-0.900,-3.800,0.500
0.794,4.800,0.100,-8.600,-0.700,-2.900,0.500
0.795,4.500,0.600,-8.000,-0.400,-2.000,0.500
0.796,3.900,1.300,-7.200,0.000,-1.300,0.500
0.797,4.100,1.800,-6.600,0.300,-1.100,0.500
0.798,5.900,1.800,-6.400,0.700,-1.400,0.500
0.799,8.800,1.400,-6.700,0.900,-2.100,0.500
0.800,11.600,0.800,-7.200,0.900,-2.800,0.500
0.801,12.400,0.400,-7.700,0.900,-3.300,0.500
0.802,10.800,0.300,-8.100,0.700,-3.600,0.500
0.803,7.300,0.600,-8.400,0.400,-3.700,0.500
0.804,3.800,0.900,-8.500,0.000,-3.700,0.500
0.805,2.300,0.800,-8.600,-0.500,-3.600,0.500
0.806,3.200,0.400,-8.600,-1.200,-3.500,0.500
0.807,6.100,-0.300,-8.400,-1.800,-3.000,0.500
0.808,9.500,-0.700,-7.900,-2.100,-2.200,0.500
0.809,11.800,-0.500,-7.100,-2.000,-1.000,0.500
0.810,12.300,0.400,-6.200,-1.500,0.200,0.500
0.811,11.500,1.700,-5.300,-0.800,1.000,0.500
0.812,10.000,3.000,-4.600,-0.200,1.100,0.500
0.813,8.600,3.700,-3.900,-0.100,0.700,0.500
0.814,7.700,3.800,-3.300,-0.500,-0.100,0.500
0.815,7.400,3.300,-2.800,-1.100,-0.700,0.500
0.816,7.500,2.600,-2.500,-1.700,-1.000,0.500
0.817,7.900,2.000,-2.500,-2.000,-0.700,0.500
0.818,8.600,1.800,-2.700,-1.900,-0.300,0.500
0.819,9.300,1.800,-3.000,-1.300,0.300,0.500
0.820,9.700,2.000,-3.400,-0.600,0.600,0.500
0.821,9.500,2.200,-3.600,0.000,0.700,0.500
0.822,8.300,2.200,-3.900,0.300,0.500,0.500
0.823,6.200,2.000,-4.300,0.400,0.300,0.500
0.824,3.700,1.600,-4.800,0.300,0.100,0.500
0.825,1.500,1.300,-5.500,0.300,0.100,0.500
0.826,0.100,1.300,-5.900,0.300,0.400,0.500
0.827,-0.100,1.500,-5.900,0.400,0.700,0.500
0.828,0.700,1.900,-5.500,0.500,0.900,0.500
0.829,2.100,1.900,-4.900,0.500,0.800,0.500
0.830,3.600,1.400,-4.500,0.400,0.500,0.500
0.831,4.900,0.200,-4.700,0.100,0.000,0.500
0.832,5.600,-1.200,-5.400,-0.400,-0.500,0.500
0.833,5.500,-2.500,-6.300,-1.200,-0.800,0.500
0.834,4.400,-2.900,-6.800,-2.000,-0.900,0.500
0.835,2.700,-2.500,-6.600,-2.500,-0.900,0.500
0.836,0.900,-1.400,-5.800,-2.600,-0.800,0.500
0.837,0.200,-0.200,-4.900,-2.100,-0.900,0.500
0.838,1.100,0.300,-4.500,-1.300,-1.200,0.500
0.839,3.500,-0.200,-5.100,-0.700,-1.900,0.500
0.840,6.100,-1.600,-6.400,-0.600,-2.600,0.500
0.841,7.300,-3.200,-7.800,-1.000,-3.100,0.500
0.842,6.200,-4.500,-8.700,-1.600,-3.200,0.500
0.843,3.000,-5.000,-8.500,-2.100,-2.700,0.500
0.844,-0.800,-4.900,-7.500,-2.100,-1.800,0.500
0.845,-3.400,-4.500,-6.400,-1.900,-1.000,0.500
0.846,-3.700,-4.200,-5.700,-1.900,-0.700,0.500
0.847,-2.300,-4.400,-5.800,-2.200,-0.900,0.500
0.848,-0.700,-5.000,-6.500,-2.800,-1.600,0.500
0.849,-0.500,-5.800,-7.100,-3.400,-2.100,0.500
0.850,-2.200,-6.400,-6.900,-3.300,-1.800,0.500
0.851,-5.000,-6.600,-5.700,-2.300,-0.600,0.500
0.852,-7.400,-6.200,-3.800,-0.900,1.000,0.500
0.853,-8.400,-5.500,-2.000,0.300,2.400,0.500
0.854,-7.800,-4.800,-1.000,0.800,3.000,0.500
0.855,-6.600,-4.400,-1.000,0.300,2.700,0.500
0.856,-5.600,-4.500,-1.900,-0.800,2.000,0.500
0.857,-5.000,-5.200,-2.900,-1.700,1.500,0.500
0.858,-4.400,-6.300,-3.400,-2.000,1.700,0.500
0.859,-3.200,-7.100,-3.000,-1.500,2.400,0.500
0.860,-1.300,-7.500,-2.000,-0.600,3.500,0.500
0.861,0.500,-7.200,-0.900,0.100,4.400,0.500
0.862,1.400,-6.500,-0.500,0.300,4.800,0.500
0.863,0.900,-5.800,-1.100,0.100,5.000,0.500
0.864,-0.700,-5.700,-2.500,-0.400,5.300,0.500
0.865,-2.400,-6.300,-4.200,-0.700,5.600,0.500
0.866,-3.500,-7.400,-5.500,-0.900,5.900,0.500
0.867,-3.600,-8.700,-5.900,-1.000,6.000,0.500
0.868,-3.500,-9.700,-5.400,-1.200,5.700,0.500
0.869,-4.000,-10.000,-4.400,-1.600,5.200,0.500
0.870,-5.600,-9.900,-3.200,-1.800,4.700,0.500
0.871,-8.000,-9.400,-2.400,-1.500,4.600,0.500
0.872,-10.100,-8.900,-2.100,-0.700,4.900,0.500
0.873,-11.000,-8.700,-2.200,0.700,5.400,0.500
0.874,-10.300,-8.900,-2.600,2.200,5.700,0.500
0.875,-8.600,-9.200,-3.100,3.300,5.900,0.500
0.876,-6.900,-9.400,-3.500,3.800,6.100,0.500
0.877,-6.300,-9.500,-3.700,3.800,6.500,0.500
0.878,-6.800,-9.200,-3.700,3.600,7.300,0.500
0.879,-7.900,-8.800,-3.500,3.500,8.100,0.500
0.880,-8.400,-8.500,-3.300,3.500,8.800,0.500
0.881,-7.900,-8.600,-3.100,3.400,8.800,0.500
0.882,-6.500,-9.300,-3.100,2.800,8.300,0.500
0.883,-5.300,-10.500,-3.400,1.900,7.600,0.500
0.884,-5.500,-11.800,-3.800,0.700,7.000,0.500
0.885,-7.400,-12.600,-4.000,0.000,7.000,0.500
0.886,-10.200,-12.600,-3.700,0.100,7.900,0.500
0.887,-12.500,-11.800,-2.700,1.300,9.300,0.500
0.888,-13.100,-10.500,-1.200,3.200,11.000,0.500
0.889,-11.800,-9.100,0.600,5.400,12.500,0.500
0.890,-9.300,-8.100,2.100,7.000,13.600,0.500
0.891,-6.900,-7.600,2.800,7.800,14.400,0.500
0.892,-5.700,-7.700,2.500,7.600,14.900,0.500
0.893,-5.700,-7.900,1.600,6.900,15.100,0.500
0.894,-6.400,-8.200,0.300,6.000,15.100,0.500
0.895,-6.900,-8.500,-0.900,5.000,14.700,0.500
0.896,-6.900,-9.100,-1.900,4.000,13.700,0.500
0.897,-6.500,-10.200,-2.800,2.700,12.300,0.500
0.898,-6.200,-11.700,-3.600,1.300,10.900,0.500
0.899,-6.400,-13.600,-4.400,-0.100,10.000,0.500
0.900,-7.000,-15.500,-5.200,-1.000,9.800,0.500
0.901,-7.400,-16.800,-5.500,-1.300,10.500,0.500
0.902,-7.200,-17.500,-5.300,-0.800,11.300,0.500
0.903,-6.400,-17.600,-4.700,0.000,12.000,0.500
0.904,-5.300,-17.400,-3.800,1.000,12.000,0.500
0.905,-4.800,-17.300,-3.100,1.800,11.600,0.500
0.906,-5.100,-17.200,-2.800,2.500,11.300,0.500
0.907,-5.600,-17.200,-3.000,3.200,11.300,0.500
0.908,-5.500,-17.300,-3.500,3.800,11.700,0.500
0.909,-4.200,-17.400,-4.000,4.100,12.100,0.500
0.910,-1.700,-17.700,-4.300,3.700,12.200,0.500
0.911,0.800,-18.400,-4.600,2.800,11.600,0.500
0.912,1.900,-19.300,-4.800,1.400,10.800,0.500
0.913,0.700,-20.300,-4.900,0.300,10.300,0.500
0.914,-2.100,-20.900,-5.000,0.000,10.500,0.500
0.915,-4.700,-20.900,-4.900,0.800,11.400,0.500
0.916,-5.500,-20.600,-4.700,2.300,12.500,0.500
0.917,-3.900,-20.400,-4.500,3.900,13.300,0.500
